nome,cpf,idade,data,endereco,bairro,estado
Nome Inválido,124 .***.***-32,,1924-10-17,"campo gabriela rodrigues, 9
piraja
67344423 porto do amparo / ac",piraja,AC
Nome Inválido,832 .***.***-44,70.0,1955-05-04,"via nogueira, 82
andiroba
03233-852 moraes / se",andiroba,SE
Nome Inválido,541 .***.***-91,67.0,1958-06-14,Endereco Inválido,Desconhecido,Desconhecido
Nome Inválido,197 .***.***-21,73.0,1952-03-27,"trevo nicole da cruz, 7
conjunto providencia
11509884 cavalcanti de minas / rs",conjunto providencia,RS
Nome Inválido,439 .***.***-52,50.0,1975-03-19,"campo erick fernandes, 464
são benedito
76887327 campos de mendes / ac",são benedito,AC
Nome Inválido,813 .***.***-89,62.0,1963-06-14,"quadra de martins
nazare
23016-369 oliveira de minas / am",nazare,AM
Nome Inválido,467 .***.***-28,80.0,1945-01-22,"fazenda de ferreira, 76
conjunto paulo vi
54239086 nunes / ms",conjunto paulo vi,MS
Nome Inválido,634 .***.***-69,87.0,1938-12-02,"estrada gabrielly rocha, 634
ouro minas
95202077 viana / pa",ouro minas,PA
Nome Inválido,789 .***.***-48,69.0,1956-04-27,"estação cardoso, 175
barão homem de melo 1ª seção
09804148 gonçalves do galho / sc",barão homem de melo 1ª seção,SC
Nome Inválido,231 .***.***-07,22.0,2003-05-18,"estrada duarte, 37
marmiteiros
24369771 ribeiro do galho / ms",marmiteiros,MS
Nome Inválido,073 .***.***-78,91.0,1934-08-30,"praia moreira, 20
são jorge 2ª seção
94716-893 duarte da mata / to",são jorge 2ª seção,TO
Nome Inválido,835 .***.***-29,53.0,1972-05-06,"largo de da cruz, 431
mangueiras
02714780 azevedo / to",mangueiras,TO
Nome Inválido,165 .***.***-09,42.0,1983-05-27,"trevo de moraes, 78
bairro das indústrias ii
45125491 sales / to",bairro das indústrias ii,TO
Nome Inválido,263 .***.***-60,35.0,1990-05-29,"distrito kaique costa, 17
novo glória
46996567 souza do galho / rj",novo glória,RJ
Nome Inválido,389 .***.***-77,32.0,1993-09-13,"condomínio da cunha, 964
conjunto califórnia i
67255-410 da cruz / es",conjunto califórnia i,ES
Nome Inválido,523 .***.***-06,47.0,1978-12-25,"praia de almeida, 38
vila nova gameleira 3ª seção
54576-192 vieira da prata / mg",vila nova gameleira 3ª seção,MG
Nome Inválido,260 .***.***-83,22.0,2003-11-15,"aeroporto santos, 94
ademar maldonado
41937-961 moraes do sul / pi",ademar maldonado,PI
Nome Inválido,190 .***.***-93,74.0,1951-04-05,"alameda de da mata, 18
barroca
13387129 gomes / ms",barroca,MS
Nome Inválido,291 .***.***-55,81.0,1944-03-25,"aeroporto aragão, 8
guarani
57857653 rocha / df",guarani,DF
Nome Inválido,407 .***.***-96,55.0,1970-04-15,"vereda daniel gonçalves, 6
bacurau
96830-555 cardoso / pb",bacurau,PB
Nome Inválido,569 .***.***-57,62.0,1963-01-03,"conjunto de cunha, 63
estrela
07472157 almeida alegre / sp",estrela,SP
Nome Inválido,298 .***.***-65,21.0,2004-03-18,"rodovia de cavalcanti, 47
capitão eduardo
09605665 ribeiro / ap",capitão eduardo,AP
Nome Inválido,623 .***.***-51,98.0,1927-01-05,"loteamento thiago fernandes, 51
graça
12694-138 martins / pb",graça,PB
Nome Inválido,160 .***.***-34,48.0,1977-09-06,"praça breno ribeiro
vista do sol
12554-127 viana de jesus / pb",vista do sol,PB
Nome Inválido,286 .***.***-78,74.0,1951-02-14,"viela alice nogueira, 65
olaria
24640044 duarte verde / ma",olaria,MA
Nome Inválido,197 .***.***-31,65.0,1960-10-04,"aeroporto cavalcanti
coqueiros
47705002 farias / se",coqueiros,SE
Nome Inválido,254 .***.***-00,56.0,1969-04-10,"travessa de santos
garças
00882775 nogueira do oeste / mt",garças,MT
Nome Inválido,701 .***.***-39,92.0,1933-02-02,"passarela isis porto, 38
capitão eduardo
59540065 da cruz / pa",capitão eduardo,PA
Nome Inválido,402 .***.***-05,24.0,2001-11-24,"parque daniel pinto, 7
vista alegre
12655421 gomes da praia / mt",vista alegre,MT
Nome Inválido,314 .***.***-50,32.0,1993-12-13,"vila letícia da paz, 17
marajó
64325-663 costa / ce",marajó,CE
Nome Inválido,250 .***.***-00,99.0,1926-03-20,"colônia de moura
morro dos macacos
29779-356 campos / pr",morro dos macacos,PR
Nome Inválido,936 .***.***-04,62.0,1963-05-07,"alameda joão pedro castro, 14
vila fumec
55701851 mendes / am",vila fumec,AM
Nome Inválido,624 .***.***-29,33.0,1992-11-16,"via de jesus
caetano furquim
82505-115 costa do galho / mg",caetano furquim,MG
Nome Inválido,136 .***.***-24,45.0,1980-01-21,"feira marcos vinicius da cruz, 317
leonina
67749-105 teixeira / ma",leonina,MA
Nome Inválido,819 .***.***-76,85.0,1940-10-16,"via de ferreira, 44
cidade jardim
02171-958 da cunha das flores / mg",cidade jardim,MG
Nome Inválido,741 .***.***-00,89.0,1936-05-09,"aeroporto de ribeiro, 65
mariquinhas
76708298 aragão de silveira / am",mariquinhas,AM
Nome Inválido,845 .***.***-19,64.0,1961-06-10,"loteamento otávio freitas, 74
camponesa 2ª seção
58449619 viana do amparo / to",camponesa 2ª seção,TO
Nome Inválido,493 .***.***-84,83.0,1942-06-30,"área maria fernanda pinto
nova pampulha
46952516 cunha / mt",nova pampulha,MT
Nome Inválido,629 .***.***-30,29.0,1996-04-24,"alameda da mata, 64
vila boa vista
13036-905 gonçalves / mg",vila boa vista,MG
Nome Inválido,647 .***.***-80,32.0,1993-06-20,"estrada de ribeiro, 73
buritis
43666-726 da paz da mata / mg",buritis,MG
Nome Inválido,913 .***.***-04,97.0,1928-07-02,"aeroporto de nascimento, 13
pongelupe
16189813 ramos da serra / pr",pongelupe,PR
Nome Inválido,908 .***.***-60,24.0,2001-10-13,"chácara de costa, 62
aparecida
43036-509 fogaça / pi",aparecida,PI
Nome Inválido,625 .***.***-67,23.0,2002-04-06,"campo da costa, 719
olaria
49786000 fogaça da mata / go",olaria,GO
Nome Inválido,172 .***.***-68,99.0,1926-12-21,"quadra de monteiro, 43
novo das industrias
16650333 gomes de araújo / ce",novo das industrias,CE
Nome Inválido,178 .***.***-41,39.0,1986-01-03,"estrada pereira
vila batik
49494827 fernandes / pe",vila batik,PE
Nome Inválido,586 .***.***-08,79.0,1946-07-07,"lagoa de da rocha, 60
jardim atlântico
97946895 da cruz de melo / pi",jardim atlântico,PI
Nome Inválido,907 .***.***-01,44.0,1981-07-29,"parque alícia cavalcanti, 234
vila piratininga
01007-185 alves / ce",vila piratininga,CE
Nome Inválido,354 .***.***-79,57.0,1968-11-20,"largo de duarte, 24
barro preto
42665-603 das neves / ba",barro preto,BA
Nome Inválido,297 .***.***-99,27.0,1998-04-02,"campo enrico lima, 20
trevo
56440-418 rodrigues do campo / to",trevo,TO
Nome Inválido,790 .***.***-01,100.0,1925-06-10,"favela martins, 7
barão homem de melo 2ª seção
94838-720 vieira / es",barão homem de melo 2ª seção,ES
Nome Inválido,796 .***.***-58,30.0,1995-06-07,"ladeira barros, 84
xodo-marize
45531-581 santos / ap",xodo-marize,AP
Nome Inválido,081 .***.***-97,40.0,1985-12-10,"jardim silveira, 35
dona clara
99094-166 moraes do campo / rr",dona clara,RR
Nome Inválido,239 .***.***-55,47.0,1978-04-27,"viaduto evelyn ribeiro, 56
dom silverio
54406-144 caldeira de minas / mg",dom silverio,MG
Nome Inválido,485 .***.***-47,79.0,1946-04-24,"campo de farias, 77
paulo vi
80754-580 lima paulista / am",paulo vi,AM
Nome Inválido,370 .***.***-05,45.0,1979-08-31,"loteamento alice freitas, 3
santa lúcia
92358-703 teixeira / al",santa lúcia,AL
Nome Inválido,019 .***.***-60,20.0,2005-08-09,"trecho alícia monteiro, 61
são jorge 3ª seção
48780702 da paz das flores / al",são jorge 3ª seção,AL
Nome Inválido,324 .***.***-40,84.0,1941-05-07,"alameda pinto, 59
cinquentenário
44694-989 barros de freitas / mt",cinquentenário,MT
Nome Inválido,318 .***.***-03,77.0,1948-10-17,"condomínio larissa teixeira, 216
olhos d'água
41107119 araújo de alves / ba",olhos d'água,BA
Nome Inválido,451 .***.***-19,78.0,1947-04-25,"vale de da mata, 75
bela vitoria
70957619 pinto da prata / to",bela vitoria,TO
Nome Inválido,352 .***.***-10,73.0,1952-09-11,"trevo beatriz cardoso
prado
69816-364 silveira de da cunha / ap",prado,AP
Nome Inválido,758 .***.***-44,67.0,1958-08-04,"feira souza, 65
santa helena
50266088 novaes do norte / al",santa helena,AL
Nome Inválido,956 .***.***-91,53.0,1972-08-14,"fazenda luiza campos, 62
horto
82245-415 farias / go",horto,GO
Nome Inválido,178 .***.***-53,74.0,1950-08-31,"loteamento de gomes, 86
liberdade
11683-949 nogueira / rs",liberdade,RS
Nome Inválido,683 .***.***-21,28.0,1997-04-16,"condomínio marina costela, 29
morro dos macacos
55993-371 peixoto de goiás / rr",morro dos macacos,RR
Nome Inválido,827 .***.***-35,,1924-06-28,"feira letícia nascimento, 5
unidas
19530508 duarte / ma",unidas,MA
Nome Inválido,576 .***.***-83,46.0,1979-07-31,"aeroporto de ribeiro, 57
coração de jesus
29650-538 pinto do sul / mt",coração de jesus,MT
Nome Inválido,152 .***.***-77,37.0,1988-10-26,"feira moura, 2
das industrias i
02663-431 lopes do sul / pb",das industrias i,PB
Nome Inválido,857 .***.***-53,78.0,1947-10-04,"favela peixoto, 76
mangueiras
26284015 dias / pe",mangueiras,PE
Nome Inválido,032 .***.***-26,21.0,2004-08-02,"distrito rezende, 61
jardim américa
93259-309 mendes de azevedo / mt",jardim américa,MT
Nome Inválido,381 .***.***-44,61.0,1964-10-03,"favela caldeira, 98
maria helena
45764587 porto / df",maria helena,DF
Nome Inválido,704 .***.***-88,29.0,1996-10-19,"chácara campos, 423
vila são geraldo
16112198 peixoto / mg",vila são geraldo,MG
Nome Inválido,560 .***.***-30,100.0,1925-06-30,"parque alves, 70
flavio de oliveira
53410009 ramos de rezende / rn",flavio de oliveira,RN
Nome Inválido,437 .***.***-37,65.0,1960-12-19,"sítio luiz gustavo cunha
nova vista
04718173 cardoso de rocha / rj",nova vista,RJ
Nome Inválido,530 .***.***-70,45.0,1980-05-19,"viela yago oliveira, 70
serrano
09463-810 farias paulista / rn",serrano,RN
Nome Inválido,438 .***.***-04,81.0,1944-12-18,"alameda joão fernandes, 25
estrela do oriente
46344769 teixeira de fogaça / go",estrela do oriente,GO
Nome Inválido,975 .***.***-97,23.0,2002-04-15,"trevo de rezende, 83
coqueiros
11231-598 peixoto / al",coqueiros,AL
Nome Inválido,103 .***.***-70,39.0,1986-05-15,"área de gonçalves, 31
vila real 2ª seção
21471-324 lopes de da mota / rr",vila real 2ª seção,RR
Nome Inválido,354 .***.***-00,42.0,1983-08-09,"aeroporto de gomes, 936
vila santo antônio
04382205 carvalho alegre / mt",vila santo antônio,MT
Nome Inválido,102 .***.***-14,44.0,1981-10-30,"trevo correia, 72
olhos d'água
44387-007 moreira / rn",olhos d'água,RN
Nome Inválido,723 .***.***-29,26.0,1999-02-26,"viaduto vitor gabriel ferreira, 32
minas brasil
10002726 correia / go",minas brasil,GO
Nome Inválido,694 .***.***-29,41.0,1984-05-09,"alameda teixeira, 9
vila são joão batista
26639-492 correia / al",vila são joão batista,AL
Nome Inválido,904 .***.***-00,91.0,1934-06-08,"pátio de nunes, 3
vila nova dos milionarios
69899911 gonçalves da mata / ce",vila nova dos milionarios,CE
Nome Inválido,619 .***.***-61,89.0,1936-05-14,"campo de da paz
nova vista
48502-316 costela / pe",nova vista,PE
Nome Inválido,930 .***.***-01,64.0,1961-08-23,"trevo marcos vinicius jesus, 4
alpes
23410-106 araújo / al",alpes,AL
Nome Inválido,467 .***.***-94,78.0,1947-05-24,"parque de teixeira, 132
vila de sá
37918-718 da luz grande / am",vila de sá,AM
Nome Inválido,614 .***.***-07,34.0,1991-06-12,"área lima, 7
vila são francisco
74051-909 castro / pi",vila são francisco,PI
Nome Inválido,431 .***.***-80,24.0,2001-11-21,"trecho pires, 10
nazare
61544643 fogaça / ms",nazare,MS
Nome Inválido,430 .***.***-75,86.0,1939-01-31,"pátio de da rosa
glória
13351-045 cardoso de goiás / se",glória,SE
Nome Inválido,437 .***.***-65,42.0,1983-04-17,"avenida emilly pereira
distrito industrial do jatoba
55933377 melo de farias / al",distrito industrial do jatoba,AL
Nome Inválido,259 .***.***-24,31.0,1994-05-08,"quadra costa
bonsucesso
67500713 da rocha alegre / ma",bonsucesso,MA
Nome Inválido,740 .***.***-85,59.0,1966-07-07,"vale rezende, 20
juliana
20752-947 sales / al",juliana,AL
Nome Inválido,784 .***.***-11,63.0,1962-04-30,"sítio nascimento, 64
são lucas
48051121 azevedo de goiás / mg",são lucas,MG
Nome Inválido,732 .***.***-07,25.0,2000-05-28,"estrada eduardo porto, 85
boa vista
91509-960 martins alegre / ma",boa vista,MA
Nome Inválido,639 .***.***-91,86.0,1939-02-05,"estação da cruz, 13
primeiro de maio
42793309 carvalho / pi",primeiro de maio,PI
Nome Inválido,567 .***.***-90,25.0,2000-10-07,"distrito clara viana, 41
lajedo
54222151 fogaça / ce",lajedo,CE
Nome Inválido,435 .***.***-51,66.0,1959-08-18,"viela de das neves, 139
novo glória
61687564 lima / df",novo glória,DF
Nome Inválido,573 .***.***-56,73.0,1952-03-12,"travessa de barros, 4
santa helena
15465108 farias de aragão / pb",santa helena,PB
Nome Inválido,876 .***.***-78,93.0,1932-03-05,"viela viana, 95
santa rita de cássia
96728-974 da costa / ce",santa rita de cássia,CE
Nome Inválido,843 .***.***-42,88.0,1937-08-16,"feira vieira, 28
vila são dimas
98682-147 costa de goiás / sc",vila são dimas,SC
Nome Inválido,209 .***.***-01,52.0,1973-08-22,"rodovia cardoso, 377
santa cecilia
73265406 teixeira alegre / mt",santa cecilia,MT
Nome Inválido,094 .***.***-20,41.0,1984-04-13,"praia almeida, 6
beira linha
27060932 carvalho / am",beira linha,AM
Nome Inválido,681 .***.***-94,37.0,1988-06-03,"aeroporto de da rocha, 27
união
59692448 da mata do sul / ms",união,MS
Nome Inválido,769 .***.***-21,20.0,2005-08-24,"rodovia laís nunes, 50
vila madre gertrudes 2ª seção
84491232 peixoto / rr",vila madre gertrudes 2ª seção,RR
Nome Inválido,269 .***.***-83,99.0,1926-04-19,"rodovia de souza, 416
conjunto são francisco de assis
69793970 da luz do sul / pi",conjunto são francisco de assis,PI
Nome Inválido,564 .***.***-89,99.0,1926-04-17,"praia costa, 3
vila santo antônio barroquinha
01477044 farias de nogueira / ac",vila santo antônio barroquinha,AC
Nome Inválido,630 .***.***-34,75.0,1950-03-09,"via porto
conjunto capitão eduardo
65105570 da rosa dos dourados / pr",conjunto capitão eduardo,PR
Nome Inválido,187 .***.***-69,64.0,1961-08-01,"campo cauã freitas, 66
xangri-lá
85645933 moraes verde / pb",xangri-lá,PB
Nome Inválido,035 .***.***-10,69.0,1956-09-30,"condomínio cunha, 74
camponesa 2ª seção
72670-629 viana / pa",camponesa 2ª seção,PA
Nome Inválido,716 .***.***-85,71.0,1954-08-08,"núcleo pietro barros
vila piratininga
50655-157 fernandes / pe",vila piratininga,PE
Nome Inválido,083 .***.***-66,78.0,1947-02-14,"aeroporto melo, 31
conjunto celso machado
30242-400 nunes verde / ac",conjunto celso machado,AC
Nome Inválido,647 .***.***-26,84.0,1941-11-16,"condomínio de lima, 66
mirtes
13523-948 moraes / go",mirtes,GO
Nome Inválido,149 .***.***-78,31.0,1994-09-19,"pátio davi lucca viana, 6
gameleira
40343223 pires / pa",gameleira,PA
Nome Inválido,427 .***.***-08,68.0,1957-05-27,"feira gonçalves, 4
vila paquetá
10286777 santos / ap",vila paquetá,AP
Nome Inválido,016 .***.***-16,70.0,1955-03-25,"núcleo viana
conjunto jatoba
11680837 moraes / rn",conjunto jatoba,RN
Nome Inválido,506 .***.***-60,27.0,1998-02-10,"feira de oliveira, 1
mariquinhas
46119-752 moura de minas / rn",mariquinhas,RN
Nome Inválido,613 .***.***-68,56.0,1969-04-02,"campo araújo, 10
tiradentes
67151-903 da cunha / go",tiradentes,GO
Nome Inválido,862 .***.***-07,80.0,1945-04-15,"lagoa ana sophia oliveira
pedreira padro lopes
62532-432 teixeira / rn",pedreira padro lopes,RN
Nome Inválido,207 .***.***-11,34.0,1991-03-29,"jardim sales, 42
conjunto minas caixa
22835-296 ribeiro do sul / ro",conjunto minas caixa,RO
Nome Inválido,089 .***.***-92,75.0,1950-01-27,"morro aragão, 796
estrela
42612-351 lima / mt",estrela,MT
Nome Inválido,071 .***.***-01,75.0,1950-04-09,"aeroporto pietro oliveira, 4
parque são josé
30217731 nogueira de minas / rr",parque são josé,RR
Nome Inválido,216 .***.***-69,86.0,1939-06-06,"rodovia pedro henrique santos, 46
lagoa
22369254 costa / al",lagoa,AL
Nome Inválido,648 .***.***-82,47.0,1978-10-21,"praia ferreira, 17
heliopolis
19236-190 costela do galho / rj",heliopolis,RJ
Nome Inválido,196 .***.***-10,48.0,1977-05-29,"vila de farias, 46
minas caixa
76084-492 da paz / al",minas caixa,AL
Nome Inválido,529 .***.***-01,78.0,1947-08-10,"campo yasmin moreira, 49
funcionários
43663-204 freitas / ap",funcionários,AP
Nome Inválido,412 .***.***-89,82.0,1943-03-08,"avenida lavínia castro, 46
marieta 2ª seção
68968100 cavalcanti / sp",marieta 2ª seção,SP
Nome Inválido,369 .***.***-50,84.0,1941-06-24,"condomínio levi almeida
vila nova cachoeirinha 3ª seção
36960-943 araújo / am",vila nova cachoeirinha 3ª seção,AM
Nome Inválido,912 .***.***-51,72.0,1953-11-28,"viela isis gomes, 43
petropolis
41621418 sales / ap",petropolis,AP
Nome Inválido,831 .***.***-00,47.0,1977-08-31,"jardim luiz felipe duarte, 1
bela vitoria
95860979 freitas do amparo / rr",bela vitoria,RR
Nome Inválido,310 .***.***-86,34.0,1991-12-22,"jardim almeida, 48
belvedere
96441879 gonçalves / ms",belvedere,MS
Nome Inválido,685 .***.***-59,53.0,1972-10-29,"pátio de ribeiro, 16
pindura saia
56423394 martins do campo / rj",pindura saia,RJ
Nome Inválido,120 .***.***-01,21.0,2004-09-15,"ladeira mariane santos, 7
distrito industrial do jatoba
22231939 lopes de vieira / se",distrito industrial do jatoba,SE
Nome Inválido,812 .***.***-76,84.0,1941-11-04,"vila silveira, 86
gameleira
42269180 barros / pb",gameleira,PB
Nome Inválido,068 .***.***-10,62.0,1963-05-08,"ladeira duarte, 35
urca
65624052 da rocha de minas / mt",urca,MT
Nome Inválido,619 .***.***-11,59.0,1966-06-26,"viaduto de novaes, 952
dom cabral
69283354 correia / sp",dom cabral,SP
Nome Inválido,146 .***.***-87,59.0,1966-12-27,"aeroporto isaac da conceição, 1
vila jardim montanhes
56147352 da mota / mt",vila jardim montanhes,MT
Nome Inválido,078 .***.***-92,55.0,1970-04-25,"fazenda de porto, 4
santa lúcia
21597335 jesus da praia / pr",santa lúcia,PR
Nome Inválido,540 .***.***-25,85.0,1940-02-27,"distrito de moraes, 56
alto vera cruz
37718933 mendes / ap",alto vera cruz,AP
Nome Inválido,280 .***.***-24,65.0,1960-02-29,"jardim novaes, 13
sion
42069-041 ribeiro das flores / ro",sion,RO
Nome Inválido,109 .***.***-80,69.0,1956-06-20,"ladeira de da conceição, 76
venda nova
04773-982 alves / to",venda nova,TO
Nome Inválido,742 .***.***-23,50.0,1975-03-14,"passarela de porto, 65
pousada santo antonio
35531-299 mendes do amparo / pi",pousada santo antonio,PI
Nome Inválido,349 .***.***-16,53.0,1972-08-26,"travessa de farias, 9
esplanada
66582980 rodrigues de pinto / rs",esplanada,RS
Nome Inválido,057 .***.***-79,96.0,1929-10-25,"parque da luz, 3
grajaú
70106998 rocha do campo / rr",grajaú,RR
Nome Inválido,605 .***.***-59,95.0,1930-09-18,"parque de silveira, 6
são jorge 3ª seção
94014349 oliveira de alves / ms",são jorge 3ª seção,MS
Nome Inválido,408 .***.***-50,64.0,1961-09-26,"campo santos, 714
alto barroca
91375590 araújo / rj",alto barroca,RJ
Nome Inválido,861 .***.***-64,37.0,1988-04-19,"área de moreira, 82
das industrias i
57160931 pinto / df",das industrias i,DF
Nome Inválido,562 .***.***-25,32.0,1993-07-08,"viela kamilly cunha
vista do sol
09969992 peixoto / sp",vista do sol,SP
Nome Inválido,910 .***.***-57,43.0,1982-09-04,"campo de da cruz, 22
conjunto são francisco de assis
97327024 dias / sc",conjunto são francisco de assis,SC
Nome Inválido,936 .***.***-00,79.0,1946-12-28,"rodovia cunha
das industrias i
80439-199 aragão de minas / ma",das industrias i,MA
Nome Inválido,805 .***.***-71,66.0,1959-02-18,"passarela joão pedro nunes, 6
vila oeste
84706-059 fernandes de nogueira / df",vila oeste,DF
,532 .***.***-41,75.0,1950-10-01,"estação alves, 8
vila petropolis
42191461 correia / pe",vila petropolis,PE
Nome Inválido,380 .***.***-57,57.0,1968-07-05,"viela da costa, 16
canadá
89005-825 monteiro do galho / ma",canadá,MA
Nome Inválido,819 .***.***-93,91.0,1934-11-12,"vale nogueira, 8
bela vitoria
66713-213 da cruz verde / ce",bela vitoria,CE
,013 .***.***-69,46.0,1979-09-06,"parque helena pires, 852
vila jardim são josé
41877182 lima / al",vila jardim são josé,AL
Nome Inválido,967 .***.***-46,83.0,1942-08-14,"vereda da mota, 37
vila da luz
50836-481 moura / se",vila da luz,SE
Nome Inválido,718 .***.***-35,39.0,1986-12-20,"praia bryan martins, 8
santa amelia
78906-852 araújo / se",santa amelia,SE
Nome Inválido,169 .***.***-95,67.0,1958-07-13,"largo maysa cavalcanti, 6
vila satélite
94991-235 ferreira da mata / ap",vila satélite,AP
Nome Inválido,980 .***.***-39,55.0,1970-08-20,"alameda de campos, 32
vila são rafael
35493-001 cardoso da serra / al",vila são rafael,AL
Nome Inválido,739 .***.***-48,90.0,1935-07-10,"jardim de lima, 1
das industrias i
92943262 da cruz / mt",das industrias i,MT
Nome Inválido,427 .***.***-73,52.0,1973-07-15,"aeroporto noah jesus
diamante
89754-825 martins / ba",diamante,BA
Nome Inválido,374 .***.***-00,98.0,1927-01-02,"feira jesus, 20
aparecida 7ª seção
51628446 cavalcanti da praia / df",aparecida 7ª seção,DF
Nome Inválido,294 .***.***-30,22.0,2003-04-15,"campo emanuelly gonçalves, 51
novo glória
59410-071 carvalho / ba",novo glória,BA
Nome Inválido,187 .***.***-26,98.0,1927-10-17,"alameda de carvalho, 150
saudade
84797278 vieira / rr",saudade,RR
Nome Inválido,072 .***.***-77,71.0,1954-05-29,"trevo nina pereira, 99
álvaro camargos
69871484 novaes / ce",álvaro camargos,CE
Nome Inválido,842 .***.***-41,36.0,1989-10-25,"morro eduarda farias, 92
aarão reis
37463172 castro / ac",aarão reis,AC
Nome Inválido,719 .***.***-03,59.0,1966-10-08,"vale davi luiz dias, 709
vila oeste
89234785 silva da serra / ce",vila oeste,CE
Nome Inválido,271 .***.***-04,100.0,1925-09-08,"favela elisa barbosa, 521
jardim vitoria
00115723 cardoso / sc",jardim vitoria,SC
Nome Inválido,426 .***.***-83,75.0,1950-11-04,"aeroporto laura gonçalves, 7
vila vista alegre
73615-878 ramos de goiás / mg",vila vista alegre,MG
Nome Inválido,354 .***.***-50,32.0,1993-10-14,"setor de da luz, 81
são cristóvão
41556-273 caldeira alegre / go",são cristóvão,GO
Nome Inválido,790 .***.***-20,100.0,1925-07-17,"trevo de moreira, 63
araguaia
62981-534 ferreira de dias / pi",araguaia,PI
Nome Inválido,745 .***.***-17,78.0,1947-07-26,"ladeira peixoto, 85
são marcos
20590392 da mota / ma",são marcos,MA
Nome Inválido,753 .***.***-08,36.0,1989-09-09,"colônia maitê cardoso
copacabana
07346251 pereira de minas / df",copacabana,DF
Nome Inválido,129 .***.***-05,31.0,1994-10-29,"praia de campos, 94
candelaria
17994-979 farias / pr",candelaria,PR
Nome Inválido,768 .***.***-95,98.0,1927-08-06,"área moreira, 8
grajaú
53772543 lima / pa",grajaú,PA
Nome Inválido,246 .***.***-10,71.0,1954-03-28,"jardim de dias
mirtes
61141993 lima do galho / ce",mirtes,CE
Nome Inválido,620 .***.***-67,48.0,1977-08-23,"viela de gonçalves, 79
vila havaí
33045503 pinto grande / sc",vila havaí,SC
Nome Inválido,974 .***.***-49,50.0,1975-03-17,"campo de nascimento, 5
serra do curral
96012712 rezende da praia / sp",serra do curral,SP
Nome Inválido,387 .***.***-92,88.0,1937-08-14,"viaduto farias, 15
sagrada família
80186-004 moura / pr",sagrada família,PR
Nome Inválido,196 .***.***-39,59.0,1966-05-21,"jardim cavalcanti, 94
petropolis
67401928 aragão alegre / ba",petropolis,BA
Nome Inválido,360 .***.***-07,31.0,1994-10-25,"lago de lopes, 6
floramar
54884-139 barbosa / go",floramar,GO
Nome Inválido,263 .***.***-78,34.0,1991-01-02,"aeroporto de fogaça, 29
santa sofia
37979425 santos / to",santa sofia,TO
Nome Inválido,513 .***.***-09,37.0,1988-05-03,"travessa de da luz, 42
vila nova paraíso
27079723 farias / ms",vila nova paraíso,MS
Nome Inválido,287 .***.***-12,34.0,1991-08-14,"estação de da costa, 211
pilar
07901-377 da costa da serra / pa",pilar,PA
Nome Inválido,572 .***.***-07,79.0,1946-04-26,"recanto rodrigues, 80
minas caixa
44325-470 ramos de minas / pi",minas caixa,PI
Nome Inválido,018 .***.***-15,67.0,1958-10-19,"praia daniel barbosa, 847
silveira
71207-030 barbosa / ba",silveira,BA
Nome Inválido,135 .***.***-42,79.0,1946-05-08,"estação miguel rodrigues
coração de jesus
28628-790 monteiro do sul / al",coração de jesus,AL
Nome Inválido,481 .***.***-17,86.0,1939-09-25,"trevo sofia moreira, 67
alta tensão 1ª seção
71613-443 gonçalves de moraes / ce",alta tensão 1ª seção,CE
Nome Inválido,043 .***.***-31,75.0,1950-06-14,"quadra de alves, 729
camponesa 2ª seção
59140-150 castro / pa",camponesa 2ª seção,PA
Nome Inválido,562 .***.***-00,99.0,1926-07-18,"aeroporto jesus, 2
são francisco
56777283 mendes do galho / es",são francisco,ES
Nome Inválido,864 .***.***-49,81.0,1944-01-20,"alameda araújo, 53
piratininga
43263289 freitas da prata / ms",piratininga,MS
Nome Inválido,362 .***.***-90,78.0,1947-10-07,"viela de sales, 68
nova esperança
18765-887 da rocha paulista / to",nova esperança,TO
Nome Inválido,149 .***.***-70,68.0,1957-10-27,"morro ryan da luz, 43
vila nova gameleira 2ª seção
51932151 santos / pb",vila nova gameleira 2ª seção,PB
Nome Inválido,731 .***.***-78,85.0,1940-04-23,"área ferreira
jardim montanhês
48456-726 rodrigues / ap",jardim montanhês,AP
Nome Inválido,916 .***.***-01,55.0,1970-10-29,"conjunto farias, 36
silveira
70212-072 freitas / se",silveira,SE
Nome Inválido,982 .***.***-89,45.0,1980-07-04,"praia marina da rosa
são jorge 3ª seção
85701195 azevedo / ac",são jorge 3ª seção,AC
Nome Inválido,831 .***.***-66,95.0,1930-07-16,"via de viana, 68
beija flor
12487-147 barros / sc",beija flor,SC
Nome Inválido,783 .***.***-26,34.0,1991-10-30,"viela campos, 2
anchieta
65687060 gonçalves / mg",anchieta,MG
Nome Inválido,298 .***.***-50,93.0,1932-10-22,"vereda de aragão, 15
horto
91408-129 novaes / rr",horto,RR
Nome Inválido,783 .***.***-07,30.0,1995-07-03,"vereda de souza, 13
europa
86657-778 pires / pr",europa,PR
Nome Inválido,896 .***.***-03,88.0,1937-10-16,"colônia da costa, 7
ouro minas
16870883 oliveira / se",ouro minas,SE
Nome Inválido,210 .***.***-31,78.0,1947-12-18,"vale de caldeira, 8
ribeiro de abreu
20825-399 nunes dos dourados / al",ribeiro de abreu,AL
Nome Inválido,238 .***.***-00,100.0,1925-01-09,"praia de silva, 91
joão pinheiro
24305-998 nogueira / es",joão pinheiro,ES
